region,estado,latitude,longitude,ano,mes,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",Temperatura Média (°C),area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia,n_incendios
Norte,Acre,-9.95777777,-68.165,1998,Janeiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Maio,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Junho,,,,,,,,,,,30.0
Norte,Acre,-9.95777777,-68.165,1998,Julho,,,,,,,,,,,370.0
Norte,Acre,-9.95777777,-68.165,1998,Agosto,,,,,,,,,,,1300.0
Norte,Acre,-9.95777777,-68.165,1998,Setembro,,,,,,,,,,,5090.0
Norte,Acre,-9.95777777,-68.165,1998,Outubro,,,,,,,,,,,440.0
Norte,Acre,-9.95777777,-68.165,1998,Novembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1998,Dezembro,,,,,,,,,,,70.0
Norte,Acre,-9.95777777,-68.165,1999,Janeiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Maio,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Junho,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Julho,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,1999,Agosto,,,,,,,,,,,630.0
Norte,Acre,-9.95777777,-68.165,1999,Setembro,,,,,,,,,,,2090.0
Norte,Acre,-9.95777777,-68.165,1999,Outubro,,,,,,,,,,,600.0
Norte,Acre,-9.95777777,-68.165,1999,Novembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,1999,Dezembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2000,Janeiro,,,170884.0,15392.0,0.0,154785.49999999997,0.0,514.6,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2000,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2000,Março,,,,,,,,,,,110.0
Norte,Acre,-9.95777777,-68.165,2000,Abril,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2000,Maio,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2000,Junho,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2000,Julho,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2000,Agosto,,,,,,,,,,,1360.0
Norte,Acre,-9.95777777,-68.165,2000,Setembro,,,,,,,,,,,2650.0
Norte,Acre,-9.95777777,-68.165,2000,Outubro,,,,,,,,,,,180.0
Norte,Acre,-9.95777777,-68.165,2000,Novembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2000,Dezembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2001,Janeiro,,,170884.0,16097.8,705.9000000000001,154079.7,0.0,514.6,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2001,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2001,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2001,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2001,Maio,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2001,Junho,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2001,Julho,,,,,,,,,,,30.0
Norte,Acre,-9.95777777,-68.165,2001,Agosto,,,,,,,,,,,3960.0
Norte,Acre,-9.95777777,-68.165,2001,Setembro,,,,,,,,,,,2900.0
Norte,Acre,-9.95777777,-68.165,2001,Outubro,,,,,,,,,,,1370.0
Norte,Acre,-9.95777777,-68.165,2001,Novembro,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2001,Dezembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2002,Janeiro,,,170884.0,17057.0,959.5,153120.49999999997,0.0,514.6,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2002,Fevereiro,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2002,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2002,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2002,Maio,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2002,Junho,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2002,Julho,,,,,,,,,,,390.0
Norte,Acre,-9.95777777,-68.165,2002,Agosto,,,,,,,,,,,7280.0
Norte,Acre,-9.95777777,-68.165,2002,Setembro,,,,,,,,,,,19490.0
Norte,Acre,-9.95777777,-68.165,2002,Outubro,,,,,,,,,,,6870.0
Norte,Acre,-9.95777777,-68.165,2002,Novembro,,,,,,,,,,,860.0
Norte,Acre,-9.95777777,-68.165,2002,Dezembro,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2003,Janeiro,,,170884.0,18085.1,1027.6999999999998,152092.4,0.0,514.6,74.3,117.6,100.0
Norte,Acre,-9.95777777,-68.165,2003,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2003,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2003,Abril,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2003,Maio,,,,,,,,,,,60.0
Norte,Acre,-9.95777777,-68.165,2003,Junho,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2003,Julho,,,,,,,,,,,1680.0
Norte,Acre,-9.95777777,-68.165,2003,Agosto,,,,,,,,,,,19760.0
Norte,Acre,-9.95777777,-68.165,2003,Setembro,,,,,,,,,,,39420.0
Norte,Acre,-9.95777777,-68.165,2003,Outubro,,,,,,,,,,,7400.0
Norte,Acre,-9.95777777,-68.165,2003,Novembro,,,,,,,,,,,150.0
Norte,Acre,-9.95777777,-68.165,2003,Dezembro,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2004,Janeiro,,,170884.0,18894.5,809.5,151283.0,0.0,514.6,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2004,Fevereiro,,,,,,,,,,,30.0
Norte,Acre,-9.95777777,-68.165,2004,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2004,Abril,,,,,,,,,,,20.0
Norte,Acre,-9.95777777,-68.165,2004,Maio,,,,,,,,,,,70.0
Norte,Acre,-9.95777777,-68.165,2004,Junho,,,,,,,,,,,50.0
Norte,Acre,-9.95777777,-68.165,2004,Julho,,,,,,,,,,,420.0
Norte,Acre,-9.95777777,-68.165,2004,Agosto,,,,,,,,,,,6450.0
Norte,Acre,-9.95777777,-68.165,2004,Setembro,,,,,,,,,,,19780.0
Norte,Acre,-9.95777777,-68.165,2004,Outubro,,,,,,,,,,,4610.0
Norte,Acre,-9.95777777,-68.165,2004,Novembro,,,,,,,,,,,100.0
Norte,Acre,-9.95777777,-68.165,2004,Dezembro,,,,,,,,,,,70.0
Norte,Acre,-9.95777777,-68.165,2005,Janeiro,,,170884.0,19634.099999999995,739.7,150542.10000000003,1.3,514.6,74.3,117.6,120.0
Norte,Acre,-9.95777777,-68.165,2005,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2005,Março,,,,,,,,,,,30.0
Norte,Acre,-9.95777777,-68.165,2005,Abril,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2005,Maio,,,,,,,,,,,20.0
Norte,Acre,-9.95777777,-68.165,2005,Junho,,,,,,,,,,,270.0
Norte,Acre,-9.95777777,-68.165,2005,Julho,,,,,,,,,,,3680.0
Norte,Acre,-9.95777777,-68.165,2005,Agosto,,,,,,,,,,,41980.0
Norte,Acre,-9.95777777,-68.165,2005,Setembro,,,,,,,,,,,42530.0
Norte,Acre,-9.95777777,-68.165,2005,Outubro,,,,,,,,,,,5470.0
Norte,Acre,-9.95777777,-68.165,2005,Novembro,,,,,,,,,,,140.0
Norte,Acre,-9.95777777,-68.165,2005,Dezembro,,,,,,,,,,,20.0
Norte,Acre,-9.95777777,-68.165,2006,Janeiro,,,170884.0,19872.700000000004,238.50000000000003,149867.80000000002,437.00000000000006,514.6,74.3,117.6,40.0
Norte,Acre,-9.95777777,-68.165,2006,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2006,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2006,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2006,Maio,,,,,,,,,,,80.0
Norte,Acre,-9.95777777,-68.165,2006,Junho,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2006,Julho,,,,,,,,,,,330.0
Norte,Acre,-9.95777777,-68.165,2006,Agosto,,,,,,,,,,,8390.0
Norte,Acre,-9.95777777,-68.165,2006,Setembro,,,,,,,,,,,2370.0
Norte,Acre,-9.95777777,-68.165,2006,Outubro,,,,,,,,,,,3160.0
Norte,Acre,-9.95777777,-68.165,2006,Novembro,,,,,,,,,,,180.0
Norte,Acre,-9.95777777,-68.165,2006,Dezembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2007,Janeiro,,,170884.0,20041.1,168.4,146102.00000000003,4012.3,536.7,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2007,Fevereiro,,,,,,,,,,,50.0
Norte,Acre,-9.95777777,-68.165,2007,Março,,,,,,,,,,,20.0
Norte,Acre,-9.95777777,-68.165,2007,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2007,Maio,,,,,,,,,,,10.0
Norte,Acre,-9.95777777,-68.165,2007,Junho,,,,,,,,,,,40.0
Norte,Acre,-9.95777777,-68.165,2007,Julho,,,,,,,,,,,290.0
Norte,Acre,-9.95777777,-68.165,2007,Agosto,,,,,,,,,,,9600.0
Norte,Acre,-9.95777777,-68.165,2007,Setembro,,,,,,,,,,,2080.0
Norte,Acre,-9.95777777,-68.165,2007,Outubro,,,,,,,,,,,2030.0
Norte,Acre,-9.95777777,-68.165,2007,Novembro,,,,,,,,,,,70.0
Norte,Acre,-9.95777777,-68.165,2007,Dezembro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Julho,20.2,28.4,,,,,,,,,410.0
Norte,Acre,-9.95777777,-68.165,2008,Agosto,3.8,29.2,,,,,,,,,4450.0
Norte,Acre,-9.3575,-68.165,2008,Setembro,164.59999999999997,25.6,,,,,,,,,16660.0
Norte,Acre,-9.3575,-68.165,2008,Outubro,267.1999999999999,25.7,,,,,,,,,6520.0
Norte,Acre,-9.3575,-68.165,2008,Novembro,448.19999999999953,25.5,,,,,,,,,40.0
Norte,Acre,-9.3575,-68.165,2008,Dezembro,799.4000000000007,25.0,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Janeiro,,,170884.0,20340.399999999998,299.1,146878.5,2885.7000000000003,587.5,74.3,117.6,0.0
Norte,Acre,-9.95777777,-68.165,2008,Fevereiro,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Março,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Abril,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Maio,,,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2008,Junho,,,,,,,,,,,0.0
Norte,Acre,-9.3575,-68.165,2009,Janeiro,455.9999999999994,24.9,170884.0,20508.4,168.29999999999998,132696.99999999997,16933.9,552.8000000000001,74.3,117.6,0.0
Norte,Acre,-9.3575,-68.165,2009,Fevereiro,433.99999999999966,24.6,,,,,,,,,20.0
Norte,Acre,-9.3575,-68.165,2009,Março,344.1999999999998,24.9,,,,,,,,,10.0
Norte,Acre,-9.3575,-68.165,2009,Abril,661.7999999999985,24.8,,,,,,,,,0.0
Norte,Acre,-9.3575,-68.165,2009,Maio,244.19999999999976,24.9,,,,,,,,,30.0
Norte,Acre,-9.3575,-68.165,2009,Junho,140.39999999999998,23.2,,,,,,,,,0.0
Norte,Acre,-9.3575,-68.165,2009,Julho,38.6,23.9,,,,,,,,,310.0
Norte,Acre,-9.3575,-68.165,2009,Agosto,107.20000000000005,25.3,,,,,,,,,1940.0
Norte,Acre,-8.24194444,-68.165,2009,Setembro,188.4,26.0,,,,,,,,,12650.0
Norte,Acre,-8.24194444,-68.165,2009,Outubro,515.3999999999995,26.4,,,,,,,,,5650.0
Norte,Acre,-8.24194444,-68.165,2009,Novembro,1098.8000000000025,26.1,,,,,,,,,330.0
Norte,Acre,-8.24194444,-68.165,2009,Dezembro,1782.800000000007,25.2,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2010,Janeiro,1341.6000000000038,25.7,170884.0,20784.4,276.1,147864.70000000004,1502.9,540.0999999999999,74.3,117.6,10.0
Norte,Acre,-8.24194444,-68.165,2010,Fevereiro,933.6000000000016,25.9,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2010,Março,737.4000000000005,25.8,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2010,Abril,403.7999999999996,25.8,,,,,,,,,30.0
Norte,Acre,-8.24194444,-68.165,2010,Maio,126.4000000000004,24.4,,,,,,,,,90.0
Norte,Acre,-8.24194444,-68.165,2010,Junho,64.40000000000008,24.7,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2010,Julho,52.80000000000004,23.1,,,,,,,,,1260.0
Norte,Acre,-8.24194444,-68.165,2010,Agosto,36.4,24.9,,,,,,,,,16820.0
Norte,Acre,-8.24194444,-68.165,2010,Setembro,161.40000000000006,26.5,,,,,,,,,25310.0
Norte,Acre,-8.24194444,-68.165,2010,Outubro,338.19999999999874,25.9,,,,,,,,,2920.0
Norte,Acre,-8.24194444,-68.165,2010,Novembro,471.9999999999995,25.3,,,,,,,,,390.0
Norte,Acre,-8.24194444,-68.165,2010,Dezembro,488.1999999999989,25.4,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2011,Janeiro,509.9999999999972,25.0,170884.0,21092.899999999998,308.69999999999993,146758.0,2300.1000000000004,541.0999999999999,74.3,117.6,0.0
Norte,Acre,-8.24194444,-68.165,2011,Fevereiro,389.20000000000056,24.7,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2011,Março,527.5999999999954,24.7,,,,,,,,,0.0
Norte,Acre,-8.26694443,-68.165,2011,Abril,699.4000000000001,25.1,,,,,,,,,20.0
Norte,Acre,-8.95,-68.165,2011,Maio,421.3999999999996,24.1,,,,,,,,,30.0
Norte,Acre,-8.95,-68.165,2011,Junho,127.40000000000008,24.1,,,,,,,,,100.0
Norte,Acre,-8.95,-68.165,2011,Julho,41.2,24.4,,,,,,,,,930.0
Norte,Acre,-8.26694443,-68.165,2011,Agosto,108.20000000000006,24.6,,,,,,,,,4250.0
Norte,Acre,-8.26694443,-68.165,2011,Setembro,326.9999999999999,25.7,,,,,,,,,12040.0
Norte,Acre,-8.26694443,-68.165,2011,Outubro,483.5999999999995,25.3,,,,,,,,,970.0
Norte,Acre,-8.26694443,-68.165,2011,Novembro,388.1999999999997,26.0,,,,,,,,,740.0
Norte,Acre,-8.24194444,-68.165,2011,Dezembro,679.6000000000009,25.4,,,,,,,,,40.0
Norte,Acre,-8.26694443,-68.165,2012,Janeiro,522.3999999999994,24.7,170884.0,21373.9,280.8,148047.59999999998,774.4999999999999,496.0999999999999,74.3,117.6,0.0
Norte,Acre,-8.26694443,-68.165,2012,Fevereiro,526.9999999999994,24.4,,,,,,,,,0.0
Norte,Acre,-9.95777777,-68.165,2012,Março,265.5999999999998,24.7,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2012,Abril,391.7999999999999,25.3,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2012,Maio,245.79999999999995,24.8,,,,,,,,,30.0
Norte,Acre,-8.24194444,-68.165,2012,Junho,262.80000000000007,24.2,,,,,,,,,70.0
Norte,Acre,-8.24194444,-68.165,2012,Julho,120.40000000000006,23.7,,,,,,,,,710.0
Norte,Acre,-8.24194444,-68.165,2012,Agosto,107.80000000000008,25.0,,,,,,,,,7390.0
Norte,Acre,-8.26694443,-68.165,2012,Setembro,464.19999999999993,26.1,,,,,,,,,19960.0
Norte,Acre,-8.24194444,-68.165,2012,Outubro,799.3999999999999,25.8,,,,,,,,,3480.0
Norte,Acre,-8.24194444,-68.165,2012,Novembro,1151.2000000000016,25.8,,,,,,,,,130.0
Norte,Acre,-8.24194444,-68.165,2012,Dezembro,1139.200000000003,24.9,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2013,Janeiro,1673.6000000000029,25.3,170884.0,21582.0,208.1,142144.0,6543.5,422.6000000000001,74.3,117.6,0.0
Norte,Acre,-8.24194444,-68.165,2013,Fevereiro,884.8000000000003,25.2,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2013,Março,1668.2000000000062,25.3,,,,,,,,,20.0
Norte,Acre,-8.24194444,-68.165,2013,Abril,425.1999999999986,25.3,,,,,,,,,190.0
Norte,Acre,-8.24194444,-68.165,2013,Maio,1087.4000000000065,24.7,,,,,,,,,40.0
Norte,Acre,-8.24194444,-68.165,2013,Junho,258.9999999999994,24.9,,,,,,,,,80.0
Norte,Acre,-8.24194444,-70.57527777,2013,Julho,141.00000000000003,23.7,,,,,,,,,540.0
Norte,Acre,-8.24194444,-68.165,2013,Agosto,259.79999999999967,23.9,,,,,,,,,6790.0
Norte,Acre,-8.24194444,-68.165,2013,Setembro,379.3999999999989,25.5,,,,,,,,,21360.0
Norte,Acre,-8.24194444,-68.165,2013,Outubro,799.8000000000076,25.5,,,,,,,,,2580.0
Norte,Acre,-8.24194444,-68.165,2013,Novembro,901.2000000000014,25.3,,,,,,,,,790.0
Norte,Acre,-8.24194444,-68.165,2013,Dezembro,583.0,25.6,,,,,,,,,30.0
Norte,Acre,-8.24194444,-68.165,2014,Janeiro,918.6000000000016,25.0,170884.0,21939.0,357.3,146757.00000000003,1489.0,507.0999999999999,74.3,117.6,0.0
Norte,Acre,-8.24194444,-68.165,2014,Fevereiro,826.2000000000011,25.0,,,,,,,,,0.0
Norte,Acre,-8.24194444,-68.165,2014,Março,1463.400000000004,25.0,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.165,2014,Abril,846.6000000000012,25.1,,,,,,,,,70.0
Norte,Acre,-8.24194444,-68.165,2014,Maio,594.5999999999998,24.6,,,,,,,,,10.0
Norte,Acre,-8.24194444,-68.73499999,2014,Junho,159.7999999999999,24.3,,,,,,,,,170.0
Norte,Acre,-8.24194444,-68.73499999,2014,Julho,32.19999999999999,22.6,,,,,,,,,600.0
Norte,Acre,-8.24194444,-68.73499999,2014,Agosto,181.1999999999998,24.8,,,,,,,,,110.0
Norte,Acre,-8.24194444,-68.73499999,2014,Setembro,294.5999999999998,25.8,,,,,,,,,21750.0
Norte,Acre,-8.24194444,-68.73499999,2014,Outubro,289.39999999999964,25.3,,,,,,,,,4060.0
Norte,Acre,-8.24194444,-68.73499999,2014,Novembro,814.6000000000003,25.2,,,,,,,,,560.0
Norte,Acre,-8.24194444,-68.165,2014,Dezembro,1235.0000000000011,25.2,,,,,,,,,60.0
Norte,Acre,-8.24194444,-68.165,2015,Janeiro,1472.6000000000026,24.6,170884.0,22169.1,230.20000000000005,145548.40000000002,2974.600000000001,0.0,74.3,117.6,10.0
Norte,Acre,-8.24194444,-68.165,2015,Fevereiro,1320.8000000000004,25.1,,,,,,,,,20.0
Norte,Acre,-8.24194444,-68.165,2015,Março,1316.200000000003,25.1,,,,,,,,,20.0
Norte,Acre,-8.24194444,-68.165,2015,Abril,1068.4000000000008,25.1,,,,,,,,,30.0
Norte,Acre,-7.61055555,-68.165,2015,Maio,755.2000000000007,24.7,,,,,,,,,20.0
Norte,Acre,-7.61055555,-70.57527777,2015,Junho,254.99999999999991,24.9,,,,,,,,,400.0
Norte,Acre,-7.61055555,-68.73499999,2015,Julho,165.80000000000013,24.6,,,,,,,,,1090.0
Norte,Acre,-7.61055555,-68.73499999,2015,Agosto,435.5999999999997,26.1,,,,,,,,,13970.0
Norte,Acre,-7.61055555,-69.92722221,2015,Setembro,331.5999999999996,26.4,,,,,,,,,29280.0
Norte,Acre,-7.61055555,-68.165,2015,Outubro,530.1999999999996,26.6,,,,,,,,,9050.0
Norte,Acre,-7.61055555,-68.165,2015,Novembro,1265.8000000000036,26.3,,,,,,,,,1150.0
Norte,Acre,-7.61055555,-68.165,2015,Dezembro,1564.200000000005,25.8,,,,,,,,,80.0
Norte,Acre,-7.61055555,-68.165,2016,Janeiro,1356.800000000004,26.3,170884.0,22548.7,379.5,144377.59999999998,3377.6000000000004,388.2000000000001,74.3,117.6,120.0
Norte,Acre,-7.61055555,-68.165,2016,Fevereiro,1702.8000000000054,25.8,,,,,,,,,50.0
Norte,Acre,-7.61055555,-68.165,2016,Março,883.2000000000016,25.9,,,,,,,,,0.0
Norte,Acre,-7.61055555,-68.73499999,2016,Abril,529.9999999999995,25.7,,,,,,,,,0.0
Norte,Acre,-7.61055555,-68.73499999,2016,Maio,429.19999999999936,24.7,,,,,,,,,210.0
Norte,Acre,-7.61055555,-68.73499999,2016,Junho,166.0,23.5,,,,,,,,,870.0
Norte,Acre,-7.61055555,-68.73499999,2016,Julho,64.00000000000003,24.8,,,,,,,,,5330.0
Norte,Acre,-7.61055555,-68.73499999,2016,Agosto,267.3999999999997,25.2,,,,,,,,,21880.0
Norte,Acre,-7.61055555,-68.165,2016,Setembro,310.5999999999998,25.1,,,,,,,,,35860.0
Norte,Acre,-7.61055555,-68.165,2016,Outubro,882.200000000001,26.0,,,,,,,,,5090.0
Norte,Acre,-7.61055555,-68.165,2016,Novembro,653.9999999999998,26.0,,,,,,,,,460.0
Norte,Acre,-7.61055555,-68.165,2016,Dezembro,1133.4000000000017,25.7,,,,,,,,,60.0
Norte,Acre,-7.61055555,-68.165,2017,Janeiro,1220.2000000000023,24.8,170884.0,22808.800000000003,260.0,147160.9,722.3999999999999,0.0,74.3,117.6,0.0
Norte,Acre,-7.61055555,-68.165,2017,Fevereiro,655.2000000000005,25.2,,,,,,,,,10.0
Norte,Acre,-7.61055555,-68.165,2017,Março,961.4000000000016,25.2,,,,,,,,,0.0
Norte,Acre,-7.61055555,-68.165,2017,Abril,613.6000000000003,25.0,,,,,,,,,10.0
Norte,Acre,-7.61055555,-68.165,2017,Maio,164.79999999999998,25.8,,,,,,,,,100.0
Norte,Acre,-7.61055555,-68.165,2017,Junho,48.60000000000001,25.2,,,,,,,,,450.0
Norte,Acre,-8.95,-68.165,2017,Julho,40.00000000000001,24.5,,,,,,,,,4570.0
Norte,Acre,-8.24194444,-68.165,2017,Agosto,92.40000000000002,26.5,,,,,,,,,14930.0
Norte,Acre,-7.61055555,-68.165,2017,Setembro,747.0000000000003,25.8,,,,,,,,,34290.0
Norte,Acre,-7.61055555,-68.165,2017,Outubro,639.2000000000002,26.0,,,,,,,,,15080.0
Norte,Acre,-7.61055555,-68.73499999,2017,Novembro,1184.8000000000031,25.7,,,,,,,,,980.0
Norte,Acre,-7.61055555,-68.73499999,2017,Dezembro,1000.4000000000008,24.2,,,,,,,,,
Norte,Acre,-7.61055555,-68.73499999,2018,Janeiro,858.2000000000005,25.1,170884.0,23294.7,482.6,113395.5,34001.8,0.0,74.4,117.6,
Norte,Acre,-7.61055555,-70.57527777,2018,Fevereiro,666.6000000000006,25.3,,,,,,,,,
Norte,Acre,-7.61055555,-70.57527777,2018,Março,735.8000000000002,25.3,,,,,,,,,
Norte,Acre,-7.61055555,-70.57527777,2018,Abril,651.6000000000007,25.2,,,,,,,,,
Norte,Acre,-7.61055555,-70.57527777,2018,Maio,611.8000000000002,24.8,,,,,,,,,
Norte,Acre,-7.61055555,-70.57527777,2018,Junho,107.00000000000004,23.7,,,,,,,,,
Norte,Acre,-7.61055555,-68.73499999,2018,Julho,121.60000000000004,24.5,,,,,,,,,
Norte,Acre,-7.61055555,-68.165,2018,Agosto,319.7999999999993,24.0,,,,,,,,,
Norte,Acre,-7.61055555,-68.165,2018,Setembro,512.1999999999995,25.8,,,,,,,,,
Norte,Acre,-7.61055555,-68.165,2018,Outubro,1321.8000000000036,25.9,,,,,,,,,
Norte,Acre,-7.61055555,-68.165,2018,Novembro,1650.8000000000056,25.6,,,,,,,,,
Norte,Acre,-7.61055555,-68.73499999,2018,Dezembro,1016.8000000000026,25.1,,,,,,,,,
Norte,Acre,-7.610773,-68.73518,2019,Janeiro,1584.4000000000049,25.1,170884.0,24033.1,737.9,146563.90000000002,95.0,0.0,74.4,117.6,
Norte,Acre,-7.610773,-68.73518,2019,Fevereiro,1618.000000000005,25.2,,,,,,,,,
Norte,Acre,-7.610773,-68.73518,2019,Março,1659.600000000005,25.4,,,,,,,,,
Norte,Acre,-7.610773,-68.73518,2019,Abril,749.8000000000011,25.7,,,,,,,,,
Norte,Acre,-7.610773,-68.73518,2019,Maio,362.39999999999975,25.2,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Junho,235.19999999999976,25.4,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Julho,467.5999999999998,23.9,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Agosto,307.79999999999984,24.5,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Setembro,621.8000000000001,26.5,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Outubro,894.400000000002,25.4,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Novembro,1514.800000000003,25.5,,,,,,,,,
Norte,Acre,-7.610773,-68.165169,2019,Dezembro,2196.400000000004,25.5,,,,,,,,,
Norte,Acre,-7.61083333,-68.16527777,2020,Janeiro,1282.8000000000031,26.1,170884.0,24689.8,656.4,145361.3,640.9,0.0,74.4,117.6,
Norte,Acre,-7.61083333,-68.16527777,2020,Fevereiro,1281.0000000000027,25.7,,,,,,,,,
Norte,Acre,-7.61083333,-68.16527777,2020,Março,1156.2000000000028,25.8,,,,,,,,,
Norte,Acre,-7.61083333,-68.73527777,2020,Abril,770.4000000000005,25.1,,,,,,,,,
Norte,Acre,-7.61083333,-69.92638888,2020,Maio,312.39999999999964,25.2,,,,,,,,,
Norte,Acre,-7.61083333,-69.92638888,2020,Junho,133.0,25.8,,,,,,,,,
Norte,Acre,-7.61083333,-69.92638888,2020,Julho,216.39999999999992,25.3,,,,,,,,,
Norte,Acre,-7.61083333,-69.92638888,2020,Agosto,101.0,25.4,,,,,,,,,
Norte,Acre,-7.61083333,-69.92638888,2020,Setembro,358.99999999999994,26.8,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2020,Outubro,284.9999999999997,25.7,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2020,Novembro,223.59999999999988,26.1,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2020,Dezembro,652.2000000000002,25.1,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2021,Janeiro,609.7999999999995,25.2,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2021,Fevereiro,933.600000000001,25.3,,,,,,,,,
Norte,Acre,-8.142654,-69.92638888,2021,Março,531.3999999999995,24.9,,,,,,,,,
